Sr No.,Utterance,speaker,emotion,Sentiment,dialogue_id,Utterance_ID,Season,Episode,StartTime,EndTime,orig_dialogue_id,utterance_de_deepl
183,oh boy i just can t watch it s too scary,Rachel,fear,negative,17,4,5,19,"00:06:33,976","00:06:37,020",17,"Oh Mann, ich kann einfach nicht sehen. Es ist zu beängstigend!"
184,it s a diaper commercial,Monica,neutral,neutral,17,5,5,19,"00:06:37,480","00:06:39,731",17,Es ist eine Windel Werbung.
185,oh yeah well you know me babies responsibilities ahhh,Rachel,fear,negative,17,6,5,19,"00:06:40,817","00:06:43,735",17,"Oh ja gut, Sie kennen mich, Babys, Verantwortlichkeiten, ahhh!!!"
186,pizza delivery,Caitlin,joy,positive,17,7,5,19,"0:06:47,281","0:06:49,793",17,Pizzalieferung!
187,i ll get it i will get that,Ross,joy,positive,17,8,5,19,"0:06:49,793","0:06:50,887",17,Ich werde es bekommen! Ich geh schon ran!
188,hi,Caitlin,joy,positive,17,9,5,19,"0:06:53,538","0:06:54,665",17,Hi!
189,hi,Ross,joy,positive,17,10,5,19,"0:06:54,665","0:06:54,803",17,Hi!
190,hey you wanna get something to eat or uh do you wanna see how long we can throw this ball back and forth huh,Ross,neutral,neutral,18,0,5,21,"00:05:05,096","00:05:09,474",18,"Hey, willst du was essen oder, äh, willst du sehen, wie lange wir den Ball hin und her werfen können? Hm?"
191,uhh the ball thing,Joey,neutral,neutral,18,1,5,21,"0:05:09,642","0:05:11,603",18,"Uhh, das Ball-Ding."
192,yeah,Ross,neutral,neutral,18,2,5,21,"0:05:11,603","0:05:12,542",18,Ich weiß. Ja.
193,hey ross wouldn t it be great if we could go two straight hours without dropping it,Joey,joy,positive,18,3,5,21,"00:05:14,022","00:05:19,109",18,"Hey Ross, wäre es nicht toll, wenn wir 2 Stunden durchhalten, ohne ihn fallen zu lassen?!"
194,uhh,Ross,neutral,neutral,18,4,5,21,"00:05:19,277","00:05:22,279",18,"Äh,"
195,okay,Joey,joy,positive,18,5,5,21,"00:05:23,489","00:05:24,990",18,Okay
196,uh-oh,Joey,fear,negative,18,6,5,21,"0:05:28,578","0:05:29,670",18,Oh-oh.
197,what,Ross,neutral,neutral,18,7,5,21,"0:05:29,670","0:05:30,222",18,Was?!
198,i have to pee and rachel s in the bathroom,Joey,sadness,negative,18,8,5,21,"00:05:30,330","00:05:34,166",18,Ich muss mal pinkeln. Und Rachel ist auf der Toilette!
199,man i didn t think we were gonna make it,Joey,surprise,positive,18,9,5,21,"00:05:39,047","00:05:41,548",18,"Mann, ich hätte nicht gedacht, dass wir es schaffen würden!"
200,i know don t switch hands okay,Ross,fear,negative,18,10,5,21,"00:05:42,383","00:05:45,969",18,"Ich weiß! Tauschen Sie nicht die Hände, okay?"
201,hey,Joey,neutral,neutral,19,0,1,1,"0:10:11,861","0:10:14,990",19,Hey!
202,hey,Phoebe,neutral,neutral,19,1,1,1,"0:10:14,990","0:10:15,133",19,Hey!
203,how did it go with erin,Rachel,neutral,neutral,20,0,7,7,"00:10:56,155","00:10:59,157",20,Wie ist es mit Erin gelaufen?
204,oh unbelievable we had the best time,Joey,joy,positive,20,1,7,7,"00:10:59,408","00:11:01,368",20,"Oh, unfassbar! Wir hatten die beste Zeit!"
205,yay oh so you re not you re not mad at us anymore,Phoebe,joy,positive,20,2,7,7,"00:11:01,535","00:11:06,164",20,"Juhu!! Oh, also, du bist nicht, du bist nicht mehr sauer auf uns?"
206,no,Joey,joy,positive,20,3,7,7,"0:11:02,703","0:11:03,538",20,Nein.
207,no,Joey,joy,positive,20,4,7,7,"0:11:03,538","0:11:04,760",20,Nein.
208,no,Joey,joy,positive,20,5,7,7,"0:11:04,760","0:11:05,303",20,Nein.
209,you guys were totally right,Joey,joy,positive,20,6,7,7,"0:11:05,303","0:11:06,298",20,Ihr hattet völlig recht!
210,this is so much better than the first time we went out,Joey,joy,positive,20,7,7,7,"00:11:06,374","00:11:08,625",20,"Das ist so viel besser als das erste Mal, als wir ausgingen."
211,y know,Joey,neutral,neutral,20,8,7,7,"00:11:08,625","00:11:08,834",20,Wisst ihr?
212,that was so awkward we were really nervous,Joey,neutral,neutral,20,9,7,7,"00:11:08,834","00:11:11,378",20,"Das war so peinlich, wir waren wirklich nervös."
213,didn t you sleep together,Phoebe,neutral,neutral,20,10,7,7,"0:11:11,629","0:11:12,811",20,Habt ihr nicht miteinander geschlafen?
214,yeah that really calms me down,Joey,neutral,neutral,20,11,7,7,"0:11:12,811","0:11:14,723",20,"Ja, das beruhigt mich wirklich."
215,and,Joey,joy,positive,20,12,7,7,"0:11:16,801","0:11:18,595",20,Und!
216,we have so much in common,Joey,joy,positive,20,13,7,7,"0:11:18,595","0:11:18,734",20,Wir haben so viel gemeinsam!
217,she loves sandwiches sports although she is a met fan not much of an issue now but if we were ever to have kids well that s a,Joey,joy,positive,20,14,7,7,"00:11:18,928","00:11:31,356",20,"Sie liebt Sandwiches, Sport, obwohl sie ein Met-Fan ist, jetzt kein großes Thema, aber wenn wir jemals Kinder haben sollten, nun, das ist ein"
218,oh my god listen to you talkin about having kids oh my joey oh please don t get married before i do,Rachel,surprise,positive,20,15,7,7,"00:11:27,228","00:11:37,862",20,"Oh, mein Gott! Hörst du, wie du über das Kinderkriegen redest. Oh mein Joey. Oh, bitte heiraten Sie nicht, bevor ich es tue."
219,okay,Joey,neutral,neutral,20,16,7,7,"00:11:41,742","00:11:43,493",20,Okay
220,how does she do that,Monica,surprise,negative,21,0,1,4,"00:01:49,275","00:01:51,485",21,Wie macht sie das?
221,i cannot sleep in a public place,Ross,neutral,neutral,21,1,1,4,"00:01:51,653","00:01:54,822",21,Ich kann nicht an einem öffentlichen Ort schlafen.
222,would you look at her she is so peaceful,Monica,joy,positive,21,2,1,4,"00:01:54,989","00:02:00,994",21,Würdest du sie dir ansehen? Sie ist so friedlich.
223,oh what what what hi,Phoebe,surprise,positive,21,3,1,4,"00:02:01,162","00:02:03,622",21,"Oh! Was, was, was! ...Hi."
224,it s okay y know you just nodded off again,Ross,neutral,neutral,21,4,1,4,"00:02:03,790","00:02:05,958",21,"Ist schon okay, du bist nur wieder eingenickt."
225,what s going on with you,Monica,surprise,positive,21,5,1,4,"00:02:06,126","00:02:08,127",21,Was ist denn mit dir los?
226,i got no sleep last night,Phoebe,anger,negative,21,6,1,4,"0:02:08,294","0:02:09,587",21,Ich habe letzte Nacht nicht geschlafen!
227,why,Ross,neutral,neutral,21,7,1,4,"0:02:09,587","0:02:09,991",21,Ich habe letzte Nacht nicht geschlafen. Warum?
228,my grandmother has this new boyfriend and they re both kind of insecure in bed,Phoebe,disgust,negative,21,8,1,4,"00:02:10,088","00:02:17,177",21,"Meine Großmutter hat diesen neuen Freund, und sie sind beide irgendwie unsicher im Bett."
229,oh and deaf,Phoebe,neutral,neutral,21,9,1,4,"00:02:17,345","00:02:18,887",21,"Oh, und taub."
230,so they re constantly like having to reassure each other that they re having a good time,Phoebe,neutral,neutral,21,10,1,4,"00:02:20,682","00:02:24,726",21,"Also müssen sie sich ständig gegenseitig versichern, dass sie sich amüsieren."
231,you have no idea how loud they are,Phoebe,disgust,negative,21,11,1,4,"00:02:24,894","00:02:26,937",21,"Du hast keine Ahnung, wie laut sie sind!"
232,well if you want you can stay with rachel and me tonight,Monica,neutral,neutral,21,12,1,4,"0:02:29,023","0:02:30,900",21,"Nun, wenn du willst, kannst du heute Nacht bei Rachel und mir bleiben."
233,thanks,Phoebe,joy,positive,21,13,1,4,"0:02:30,900","0:02:32,175",21,Danke.
234,ew what is that something exploded,Joey,disgust,negative,22,0,1,23,"00:09:00,248","00:09:03,667",22,Igitt! Was ist denn das? Da ist was explodiert!
235,it s just her water breaking calm down will you,Nurse,neutral,neutral,22,1,1,23,"00:09:03,834","00:09:06,169",22,"Das ist nur ihre Fruchtblase. Beruhigen Sie sich, ja?"
236,water breaking what do you mean what s that water breaking,Joey,surprise,negative,22,2,1,23,"00:09:06,337","00:09:09,714",22,"Wasserbruch, was meinst du? Was ist das, platzende Fruchtblase?"
237,breathe breathe breathe,Nurse,neutral,neutral,22,3,1,23,"00:09:09,882","00:09:13,510",22,"Atmen Sie, atmen Sie, atmen Sie."
238,are you insane i mean joey is going to kill you he s actually going to kill you dead,Monica,surprise,negative,23,0,3,11,"00:10:13,321","00:10:19,909",23,"Bist du wahnsinnig? Ich meine, Joey, wird dich umbringen, er wird dich tatsächlich umbringen, tot."
239,okay you don t think i thought of that,Chandler,anger,negative,23,1,3,11,"00:10:17,825","00:10:19,909",23,"Okay! Glaubst du, daran habe ich nicht gedacht?"
240,how can you not know which one,Phoebe,surprise,negative,23,2,3,11,"0:10:20,870","0:10:22,422",23,"Wie können Sie nicht wissen, welche?"
241,i mean that s unbelievable,Rachel,joy,positive,23,3,3,11,"0:10:22,422","0:10:23,751",23,"Ich meine, das ist unfassbar."
242,i mean was it gina,Monica,neutral,neutral,23,4,3,11,"0:10:23,873","0:10:24,873",23,"Ich meine, war es Gina?"
243,which one is gina,Ross,neutral,neutral,23,5,3,11,"0:10:24,873","0:10:25,937",23,Welche von denen ist Gina?
244,dark big hair with the airplane earrings,Rachel,neutral,neutral,23,6,3,11,"00:10:26,042","00:10:28,209",23,"Dunkel, lange Haare, mit den Flugzeug-Ohrringen."
245,no no no that s dina,Monica,neutral,neutral,23,7,3,11,"00:10:28,377","00:10:30,420",23,"Nein, nein, nein, das ist Dina."
246,you see you can t tell which one is which either dwha,Chandler,surprise,negative,23,8,3,11,"00:10:30,588","00:10:44,809",23,"Siehst du, du kannst auch nicht sagen, welche welche ist, dwha!!"
247,i don t know you thought see you saturday was funny,Rachel,neutral,neutral,24,0,3,14,"00:10:40,389","00:10:44,059",24,"Ich weiß nicht, du fandest ""Wir sehen uns Samstag"" lustig."
248,look honey mark is in fashion okay i like having a friend that i can share this stuff with,Rachel,neutral,neutral,24,1,3,14,"00:10:44,727","00:10:49,397",24,"Sieh mal, Schatz, Mark ist in Mode, okay, ich mag es, einen Freund zu haben, mit dem ich diese Sachen teilen kann."
249,you guys would never want to go to a lecture with me,Rachel,neutral,neutral,24,2,3,14,"00:10:49,565","00:10:51,483",24,Ihr würdet nie mit mir zu einer Vorlesung gehen wollen.
250,pa-haa i would love to go with you,Ross,joy,positive,24,3,3,14,"00:10:54,987","00:10:56,571",24,Pa-haa!! Ich würde gerne mit dir gehen.
251,really,Rachel,surprise,positive,24,4,3,14,"00:10:56,739","00:10:57,864",24,Wirklich?!
252,yeah hey i-i have clothes i even pick them out,Ross,neutral,neutral,24,5,3,14,"00:10:58,032","00:11:01,660",24,"Ja, hey, ich habe Klamotten, ich suche sie sogar selbst aus."
253,i mean for for all you know i could be a fashion monger,Ross,neutral,neutral,24,6,3,14,"00:11:01,827","00:11:05,121",24,"Ich meine, nach allem, was du weißt, könnte ich ein Modefritze sein."
254,okay honey i would love for you to go with me what,Rachel,joy,positive,24,7,3,14,"00:11:11,379","00:11:15,256",24,"Okay. Schatz, ich würde mich freuen, wenn du mit mir gehst. Was? Was soll ich anziehen?"
255,what should i wear now i m all nervous,Ross,fear,negative,24,8,3,14,"00:11:15,549","00:11:19,969",24,"Was soll ich anziehen, jetzt bin ich ganz nervös."
256,: i know we did it hey that was incredible huh,Mr. Treeger,joy,positive,25,0,4,4,"00:20:36,693","00:20:40,321",25,": Ich weiß, wir haben es geschafft!! Hey, das war unglaublich, hm?!"
257,i know it was amazing i mean we totally nailed it it was beautiful,Joey,joy,positive,25,1,4,4,"00:20:40,572","00:20:44,075",25,"Ich weiß, es war unglaublich! Ich meine, wir haben es total hingekriegt, es war wunderschön."
258,: thank you listen thanks a lot tribbiani oh my god look at the time i gotta catch the bus to the ball,Mr. Treeger,joy,positive,25,2,4,4,"00:20:44,284","00:20:51,916",25,": Vielen Dank, hören Sie, vielen Dank Tribbiani, . Oh mein Gott, schau auf die Zeit, ich muss den Bus zum Ball erwischen."
259,oh well okay good luck,Joey,joy,positive,25,3,4,4,"00:20:52,459","00:20:56,462",25,"Oh, gut, okay, viel Glück."
260,: yeah,Mr. Treeger,neutral,neutral,25,4,4,4,"00:20:54,962","00:20:56,462",25,: Ja.
261,unless you wanna practice the foxtrot again or-or the tango,Joey,neutral,neutral,25,5,4,4,"00:20:56,713","00:21:00,716",25,"Es sei denn, Sie wollen wieder üben den Foxtrott? Oder-oder den Tango?"
262,: ahh thanks but no you see i-i think i m ready to dance with girls,Mr. Treeger,neutral,neutral,25,6,4,4,"00:21:01,093","00:21:09,350",25,": Ahh, danke, aber nein. Siehst du, ich denke, ich bin bereit, mit Mädchen zu tanzen."
263,okay,Joey,neutral,neutral,25,7,4,4,"0:21:08,100","0:21:08,742",25,Okay
264,: yeah,Mr. Treeger,neutral,neutral,25,8,4,4,"0:21:08,742","0:21:09,402",25,: Ja.
265,go get em treeger,Joey,neutral,neutral,25,9,4,4,"00:21:09,601","00:21:11,852",25,Go get 'em Treeger.
266,: right hey ahh you wanna come marge has a girlfriend,Mr. Treeger,neutral,neutral,25,10,4,4,"00:21:16,275","00:21:19,860",25,": Gut. Hey, ahh, willst du mitkommen? Marge hat eine Freundin."
267,really,Joey,surprise,positive,25,11,4,4,"00:21:21,029","00:21:22,113",25,Wirklich?!
268,: yeah you could dance real good with her she s the same size as me,Mr. Treeger,neutral,neutral,25,12,4,4,"00:21:22,364","00:21:24,991",25,": Ja, du könntest richtig gut mit ihr tanzen, sie hat die gleiche Größe wie ich."
269,no i m good,Joey,neutral,neutral,25,13,4,4,"00:21:25,367","00:21:26,867",25,"Nein, ich bin gut."
270,oh god this is so nerve wracking how-how do you do this,Ross,surprise,negative,26,0,5,18,"00:09:41,414","00:09:44,958",26,"Oh Gott, das ist so nervenaufreibend! Wie... wie machst du das?"
271,well unfortunately i don t get many callbacks so,Joey,neutral,neutral,26,1,5,18,"00:09:45,126","00:09:48,128",26,Leider bekomme ich nicht viele Rückrufe.
272,is it a good sign that they asked us to hang around after the audition,Carol,surprise,positive,26,2,5,18,"00:09:49,046","00:09:51,715",26,"Ist es ein gutes Zeichen, dass sie uns gebeten haben, nach dem Vorsprechen noch etwas zu bleiben?"
273,who knows,Joey,neutral,neutral,26,3,5,18,"00:09:51,882","00:09:53,508",26,Wer weiß das schon?
274,okay uh we have narrowed it down to raymond ben kyle and joey the rest of you thank you very much,The Casting Director,neutral,neutral,26,4,5,18,"00:09:55,219","00:10:02,976",26,"Okay, äh, wir haben es auf Raymond, Ben, Kyle und Joey eingegrenzt. Der Rest von euch, ich danke euch vielmals."
275,yes i knew it bye-bye so long later,Ross,joy,positive,26,5,5,18,"00:10:03,144","00:10:13,403",26,Ja!! Ich wusste es!! Bye-bye! Macht's gut! Bis später!
276,oh this is great i might actually get to play ben s dad,Joey,joy,positive,26,6,5,18,"00:10:15,281","00:10:17,824",26,"Oh, das ist ja toll. Ich könnte tatsächlich bekommen, um Bens Vater zu spielen!"
277,yeah,Ross,joy,positive,26,7,5,18,"00:10:17,824","00:10:18,743",26,Ich weiß. Ja.
278,actually that can t happen,The Casting Director,neutral,neutral,26,8,5,18,"00:10:18,743","00:10:20,243",26,"Eigentlich, das kann nicht passieren."
279,yeah because you all have such different looks we re putting you with raymond and kyle with ben,The Casting Director,neutral,neutral,26,9,5,18,"00:10:20,411","00:10:25,665",26,"Ja, weil Sie alle haben so unterschiedliche Blicke, wir sind Sie mit Raymond setzen und Kyle mit Ben."
280,so it ll be either you two or you two,The Casting Director,neutral,neutral,26,10,5,18,"00:10:25,833","00:10:28,585",26,Also wird es entweder Sie zwei oder Sie zwei sein.
281,man this is gonna be kinda weird,Joey,sadness,negative,26,11,5,18,"00:10:29,920","00:10:35,508",26,"Mann, das wird irgendwie seltsam sein."
282,yeah it is,Ross,neutral,neutral,26,12,5,18,"00:10:32,757","00:10:35,508",26,"Ja, ist es."
283,no we-we re gonna be like best friends that s why it s gonna be weird,Ross,neutral,neutral,26,13,5,18,"00:10:40,514","00:10:44,142",26,"Nein, wir-wir werden wie beste Freunde sein, deshalb wird es komisch sein."
284,okay come on i can t get married until i get something old something new something borrowed and something blue,Monica,sadness,negative,27,0,5,24,"00:20:18,592","00:20:24,805",27,"Okay, komm schon, ich kann nicht heiraten, bis ich etwas Altes, etwas Neues, etwas Geborgtes und etwas Blaues habe."
285,okay all right all right all right okay okay here s something here s something blue and new,Chandler,joy,positive,27,1,5,24,"00:21:04,763","00:21:11,060",27,"Okay, schon gut, schon gut, schon gut! Schon gut! Okay, hier ist etwas, hier ist etwas Blaues und Neues."
286,please,Ross,anger,negative,28,0,4,15,"0:19:16,989","0:19:19,201",28,Bitte!
287,are you kidding,Ross,anger,negative,28,1,4,15,"0:19:19,201","0:19:19,673",28,Machst du Witze?
288,i-i hurt three huge men i gave a guy a bloody nose-i mean i-i m not proud of it but i really am,Ross,anger,negative,28,2,4,15,"0:19:19,673","0:19:19,821",28,"Ich habe drei große Männer verletzt, ich habe einem Kerl eine blutige Nase verpasst, ich meine, ich bin nicht stolz darauf, aber ich bin es wirklich."
289,and it s all because of you wonderful amazing you,Ross,joy,positive,28,3,4,15,"00:19:27,916","00:19:29,917",28,"Und das alles wegen dir, wundervolles, erstaunliches Du."
290,i think you ve got concussion,Emily,fear,negative,28,4,4,15,"00:19:30,085","00:19:34,839",28,"Ich glaube, du hast eine Gehirnerschütterung."
291,no no i m serious thank you,Ross,joy,positive,28,5,4,15,"00:19:35,007","00:19:37,592",28,"Nein, nein, ich meine es ernst. Nein, nein, ich meine es ernst. Danke."
292,you re welcome i m sorry did i hurt you,Emily,fear,negative,28,6,4,15,"00:19:38,802","00:19:46,142",28,Nichts zu danken. Tut mir leid. Habe ich dir wehgetan? Habe ich Ihnen wehgetan?
293,it s worth the pain y know what you know what it s not,Ross,sadness,negative,28,7,4,15,"00:19:47,728","00:19:50,021",28,"Es ist den Schmerz wert. Weißt du was, weißt du was? Das ist es nicht."
294,wow that mike thing was interesting i don t know what s gonna happen with phoebe and david,Monica,surprise,positive,29,0,9,23,"00:08:23,586","00:08:31,426",29,"Wow! Die Sache mit Mike war interessant! Ich weiß nicht, wie es mit Phoebe und David weitergehen wird."
295,i do want a hint huh i do i do,Chandler,joy,positive,29,1,9,23,"00:08:26,839","00:08:31,426",29,"Ich schon! Willst du einen Tipp? Hm? ""Ich will"" ""Ich will""."
296,ok i m sensing that this is some kind of word play because you are pink with barely controlled glee,Monica,neutral,neutral,29,2,9,23,"00:08:40,228","00:08:43,188",29,"Ok, ich spüre, dass das ein Wortspiel ist, denn du bist rosa vor kaum kontrollierter Freude."
297,david is going to propose to phoebe,Chandler,joy,positive,29,3,9,23,"0:08:44,083","0:08:45,668",29,David wird Phoebe einen Antrag machen.
298,what why,Monica,surprise,negative,29,4,9,23,"0:08:45,668","0:08:48,470",29,Wie bitte? Was? Warum?
300,chandler we have talked about this,Monica,anger,negative,29,6,9,23,"00:08:54,575","00:08:56,952",29,"Chandler, wir haben darüber geredet."
301,you are not supposed to give people advice,Monica,anger,negative,29,7,9,23,"00:08:57,119","00:08:59,871",29,Du sollst den Leuten keine Ratschläge geben!
